,Unnamed: 0,Autor(es)/Instituições,Título,Tipo,Evento,Ano,Link do Arquivo
10690,10690,"RAMOS, Alcides Freire.",o cinema de joão batista de andrade e a resistência à ditadura militar brasileira: análise e interpretação de “doramundo” (1977) e “o homem que virou suco” (1980).,Comunicação,XXIV Simpósio Nacional de História,2007.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548210563_64a665f16e405292602342494e49bcce.pdf
10711,10711,"FERRAZ, Joana d’Arc Fernandes.",por que lembrar? para que lembrar? dilemas sobre a ditadura militar brasileira.,Comunicação,XXIV Simpósio Nacional de História,2007.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548210563_e8cf2cc8f9f3181616eb89d4e9580222.pdf
10717,10717,"CAVANNA, Federico Alvez.",o ensino da ditadura militar - o caso uruguaio 1985-2006.,Comunicação,XXIV Simpósio Nacional de História,2007.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548210563_8984c5a1535f9be0c4f14e4efcfea77f.pdf
10821,10821,"FARIA, Cátia.",a afirmação da identidade dos presos políticos durante seu convívio com os presos comuns na ditadura brasileira (1969-1979).,Comunicação,XXIV Simpósio Nacional de História,2007.0,
10991,10991,"SILVA, Cátia Cristina de Almeida.",memória política: os brasileiros e a resistência à ditadura militar no chile (1969-1973).,Comunicação,XXIV Simpósio Nacional de História,2007.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548210562_93adf2049e9be177fcf034009bfdfbdf.pdf
11297,11297,"BANDEIRA, Andréa.","resistência cor-de-rosa-choque: lutas femininas no período da ditadura militar (pernambuco, 1964–1979).",Comunicação,XXIV Simpósio Nacional de História,2007.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548210414_79706c8229bd00153f17ead6a488e956.pdf
11486,11486,"FERNANDES, Ananda Simões.",presença e influências da ditadura brasileira no uruguai (1964-1972): as conexões repressivas.,Comunicação,XXIV Simpósio Nacional de História,2007.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548210413_5e032711626f984910407e2901621a79.pdf
11526,11526,"MAIA, Tatyana de Amaral.",o regionalismo e as políticas culturais na ditadura civil-militar (1966-1975).,Comunicação,XXIV Simpósio Nacional de História,2007.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548210413_033026fa193d205920edfd95b58bc9d4.pdf
11695,11695,"SANTOS, Márcia.",memórias da ditadura: representações do regime militar no cinema nacional.,Comunicação,XXIV Simpósio Nacional de História,2007.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548210412_330a7caddf596bf3ccd1bd13921d41f0.pdf
11906,11906,"OLIVEIRA, Rodrigo Francisco de.","minas gerais: milton nascimento, poesia e música mineira na ditadura militar de 1964.",Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206573_d34f0a7ac8e690a340944095dc6456ef.pdf
11918,11918,"ALVES, Ronaldo Sávio Paes.",imagens e representações da violência oficial no brasil: era vargas e ditadura militar.,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206573_164c026314d6023ae9d598c788f5aa43.pdf
11919,11919,"SANTANA, Nara Maria Carlos de.",imagens e representações da violência oficial no brasil: era vargas e ditadura militar.,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206573_164c026314d6023ae9d598c788f5aa43.pdf
11920,11920,"SILVA, Adriana Hassin.",imagens e representações da violência oficial no brasil: era vargas e ditadura militar.,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206573_164c026314d6023ae9d598c788f5aa43.pdf
11921,11921,"PARGA, Eduardo Antônio Lucas.",imagens e representações da violência oficial no brasil: era vargas e ditadura militar.,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206573_164c026314d6023ae9d598c788f5aa43.pdf
12112,12112,"CARVALHO, Aline Fonseca.","ditadura militar através da imprensa: o caso do “estado de minas”, de 1964 a 1970.",Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206572_5db1e3e19ed7906f8335b5c6a2e269eb.pdf
12317,12317,"BAUER, Caroline Silveira.",terrorismo de estado e repressão política na ditadura cívico-militar de segurança nacional brasileira (1964-1988).,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206571_7214a67b6d61f14b269a62b618314a72.pdf
12352,12352,"SILVA, Marcelo Squinca da.",o governo geisel (1974-1979) e a coordenação dos programas de pós-graduação de engenharia da universidade federal do rio de janeiro (coppe-ufrj): uma relação de amor e ódio sob a égide da ditadura militar.,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206570_c81a06ee84246a7d389f2353cc6cf15c.pdf
12399,12399,"SILVA, Leonardo Bruno da.",movimento estudantil e ditadura militar em luta por um modelo educacional.,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206570_57a509a694b325acd7342f8963c2d2cc.pdf
12457,12457,"TIMBÓ, Isaíde Bandeira.","memórias e experiências de um curso de história na ditadura militar: mitos, rótulos e contradições.",Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206570_aebe3240b8c599d0f7dafad913346b63.pdf
12467,12467,"OLIVEIRA, Rodrigo Francisco de.","minas e geraes: milton nascimento, poesia e música mineira na ditadura militar de 1964.",Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206569_b8c17d33b65337f45e1ea2659704676e.pdf
12478,12478,"LEMOS, Renato.","ditadura militar, violência política e anistia.",Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206569_a081156f2e34754ede3de2a3afda6675.pdf
12481,12481,"LOHN, Reinaldo Lindolfo.","cidade dos outros: imprensa e grupos populares urbanos durante a ditadura militar (florianópolis, década de 1970).",Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206569_56d27a6dcb17f84724e43635eb40c3bd.pdf
12662,12662,"RODRIGUES, Sérgio Henrique da Costa.",tensão e diálogo: relações diplomáticas entre a ditadura militar brasileira e o estado do vaticano.,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206568_ed85ade7e5e7c8979d2895c15dd4eca7.pdf
12674,12674,"SOUZA, Rosemary Machado de.",vozes sob a ditadura: a manifestação dos cidadãos através da imprensa escrita (1978-1979).,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206568_91700a5e495af681dc9b391e359c3c14.pdf
12741,12741,"MATIELLO, Catiane.",práticas e representações da ditadura militar na propaganda de desapropriação da itaipu binacional.,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206372_2f4b634bd080dfb6ba1b1b8d6f98915e.pdf
12800,12800,"FREITAS, Artur.",vanguardas brasileiras e ditadura militar: o conceitualismo na obra de carlos zílio e cildo meireles.,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206372_7c608d55ddac02a32757022096a9d4e2.pdf
12835,12835,"SILVA, Angela Moreira Domingues da.",ditadura militar e repressão legal: a pena de morte rediviva e o caso theodomiro romeiro dos santos (1969-1971).,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206372_58e234df81be967b7df0aeb5819bd113.pdf
12928,12928,"CARVALHO, Alessandra.",deputados federais e senadores: políticos profissionais nos anos da ditadura militar.,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206372_231230c1a32a4d2d37d92f9086f46c45.pdf
12934,12934,"RAMOS, Alcides Freire.",fernando peixoto e joão batista de andrade: as vicissitudes da experimentação estética e do engajamento político durante a ditadura militar.,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206372_27daacaf831271fc0a4c2c677ef2199b.pdf
13039,13039,"LIMA FREIRE, Eliane Oliveira de.","uma história social do movimento de resistência à ditadura militar de casa amarela – recife – pe, 1964-1985.",Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206371_fb21c36e4accb199ef359ee8c29f6b65.pdf
13194,13194,"DIAS, José Alves.",o processo de hegemonização no seio das classes dominantes para consolidação da ditadura militar brasileira.,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206370_c4c2b0e9a630b56c9e546580580290ce.pdf
13292,13292,"ZACHARIADHES, Grimaldo Carneiro.",ceas – a resistência de setores da igreja católica durante a ditadura militar na bahia.,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206370_767675f93114717e871bbabad4f3d90f.pdf
13333,13333,"FERREIRA, Marieta de Moraes.","a fusão do rio de janeiro, a ditadura militar e a transição política.",Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206369_adfa4d38d605dab4fdf4b2af98fe8d2f.pdf
13436,13436,"CHAMARELLI, Manoela Sara.",ludibriando a ditadura militar: um grito parado no ar (1970).,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206369_b2840b28cfd835e6083de9f688660182.pdf
13503,13503,"MAFRA, Patricia Henriques.",a resistência dos estudantes do colégio de aplicação da ufrj ao projeto educacional da ditadura militar (1964-1968).,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206368_f3c6ef31dc48f236bc4a105e12959f6c.pdf
13543,13543,"GONÇALVES, Nadia G.",memórias acerca das reformas educacionais na ditadura militar no paraná: resultados parciais de pesquisa.,Comunicação,XXIII Simpósio Nacional de História,2005.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548206368_c4191a88439780684200798d90fd2ea0.pdf
14331,14331,"PORFÍRIO, Pablo Francisco de Andrade.",subversão ou justiça social: a ação católica na ditadura militar.,Painel,XXII Simpósio Nacional de História,2003.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2019-01/1548177541_9da3618dba3db1e5948c2f9592546bae.pdf
14499,14499,"OLIVEIRA, Selmane Felipe de.",minas gerais na ditadura militar: lideranças e práticas políticas.,Resumo,XXI Simpósio Nacional de História,2001.0,https://anpuh.org.br/uploads/ANPUH.S21.C.pdf
14941,14941,"SOARES, Michele.",teatro arena: um projeto político e estético de intelectuais de esquerda no contexto da ditadura militar.,Resumo,XXI Simpósio Nacional de História,2001.0,https://anpuh.org.br/uploads/ANPUH.S21.pdf
14995,14995,"DAVI, Tania Nunes.","""memórias do cárcere"": representações da ditadura militar na obra de nelson pereira dos santos.",Resumo,XXI Simpósio Nacional de História,2001.0,https://anpuh.org.br/uploads/ANPUH.S21.pdf
15072,15072,"DAVI, Tania Nunes.","""memórias do cárcere"": representações da ditadura militar na obra de nelson pereira dos santos.",Resumo,XXI Simpósio Nacional de História,2001.0,https://anpuh.org.br/uploads/ANPUH.S21.pdf
15126,15126,"SOARES, Michele.",teatro arena: um projeto político e estético de intelectuais de esquerda no contexto da ditadura militar.,Resumo,XXI Simpósio Nacional de História,2001.0,https://anpuh.org.br/uploads/ANPUH.S21.pdf
15212,15212,"VERÍSSIMO, Marise da Silveira.",brasil e argentina: o ensino de história da américa nas ditaduras militares.,Resumo,XXI Simpósio Nacional de História,2001.0,https://anpuh.org.br/uploads/ANPUH.S21.pdf
15544,15544,"POMARI, Luciana Regina.","o sentido da militância política feminina de brasileiras no exílio, durante a ditadura militar (brasil: 1964-1985).",Resumo,XXI Simpósio Nacional de História,2001.0,https://anpuh.org.br/uploads/ANPUH.S21.pdf
16077,16077,"MATTOS, Marcelo Badaró.",a polop e suas análises da ditadura e do brasil.,Resumo,XXI Simpósio Nacional de História,2001.0,https://anpuh.org.br/uploads/ANPUH.S21.pdf
16271,16271,"NODA, Marisa.",professores de história e a ditadura militar: da formação a atuação em sala de aula.,Resumo,XXI Simpósio Nacional de História,2001.0,https://anpuh.org.br/uploads/ANPUH.S21.pdf
16276,16276,"SILVA, Ana Lúcia da.","as faces do discurso da grande imprensa na ditadura: povo, brasileiro cultura e educação.",Resumo,XXI Simpósio Nacional de História,2001.0,https://anpuh.org.br/uploads/ANPUH.S21.pdf
16346,16346,"SILVA, Márcia Pereira da.","os ""subversivos"" na ditadura militar.",Resumo,XX Simpósio Nacional de História,1999.0,https://anpuh.org.br/uploads/ANPUH.S20.R.pdf
16351,16351,"SILVA, Marcos.",vanguarda contra ditadura – a radicalidade do poema-processo (1967-1972).,Resumo,XX Simpósio Nacional de História,1999.0,https://anpuh.org.br/uploads/ANPUH.S20.R.pdf
17639,17639,"QUADRAT, Samantha Viz.",humor e cidadania no estado novo e na ditadura militar.,Resumo,XIX Simpósio Nacional da ANPUH,1997.0,https://anpuh.org.br/uploads/ANPUH.S19.R.pdf
17693,17693,"COSTA, Renata Fernandes da.",movimento: furando o bloqueio da ditadura militar.,Resumo,XIX Simpósio Nacional da ANPUH,1997.0,https://anpuh.org.br/uploads/ANPUH.S19.R.pdf
18263,18263,"FONTES, Virgínia.",políticas públicas e ditadura: o banco nacional da habitação.,Resumo,XIX Simpósio Nacional da ANPUH,1997.0,https://anpuh.org.br/uploads/ANPUH.S19.R.pdf
18405,18405,"IOKOI, Zilda Márcia Grícoli.",a ditadura de manuel odria transformada em romance – conversa na catedral – por mário vargas llosa.,Resumo,XIX Simpósio Nacional da ANPUH,1997.0,https://anpuh.org.br/uploads/ANPUH.S19.R.pdf
18540,18540,"ARAÚJO, Maria Paula Nascimento.",prática do jornalismo na imprensa alternativa: cidadania e militância política durante a ditadura militar.,Resumo,XIX Simpósio Nacional da ANPUH,1997.0,https://anpuh.org.br/uploads/ANPUH.S19.R.pdf
19514,19514,"MARANHÃO, Ricardo.",1945 – entre a ditadura e a democracia.,Mesa Redonda,XVIII Simpósio Nacional de História,1995.0,https://anpuh.org.br/uploads/ANPUH.S18.pdf
19602,19602,"RAGO FILHO, Antônio.",as lutas operárias nos anos 78-80 e auto-reforma da ditadura.,Resumo,XVII Simpósio Nacional de História. História e Utopias,1993.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2018-12/1545850428_56f6af84613fdb9a8f720bec37b1c113.pdf
20042,20042,"OLIVEIRA, Selmane Felipe de.",tradição e vanguarda: os governos mineiros e a ditadura militar: 1961-1984.,Resumo,XVII Simpósio Nacional de História. História e Utopias,1993.0,https://anpuh.org.br/uploads/anais-simposios/pdf/2018-12/1545850408_56f6af84613fdb9a8f720bec37b1c113.pdf
